adjclose,Daily_Returns,Daily_cumRETURNS
471.0348815917969,-0.013606843344247777,0.9864853112972102
471.21466064453125,0.0003816682368125157,0.9868618932667311
465.4767150878906,-0.012176924947097767,0.9749178186951778
462.31787109375,-0.006786255663818075,0.9683241755054022
455.080322265625,-0.01565491900843552,0.9532831789371276
452.5013732910156,-0.005667019311602073,0.9478961832738809
427.1902770996094,-0.055935954420027856,0.8963303422049422
427.74993896484375,0.0013100997266000114,0.8975053938905865
436.1871032714844,0.019724524863892645,0.9153840052591216
438.8661804199219,0.006142036590132793,0.9210236289716697
441.0254211425781,0.004920043555395992,0.925566271176936
435.22735595703125,-0.01314678226603272,0.9134776900223918
425.5508728027344,-0.022233168531006098,0.8933922949448474
477.51251220703125,0.1221044127158537,1.0094190003899794
468.255859375,-0.019385152420923202,0.9900397014087483
477.6925048828125,0.02015275477899614,1.010194130252658
481.4311218261719,0.00782640905005727,1.0181313421549314
498.465087890625,0.03538193791842881,1.0547996751490583
506.7223815917969,0.016565440392454667,1.0724184245648272
511.6204528808594,0.009666183036312503,1.0828348799251548
510.5408630371094,-0.0021101381652570694,1.0805523577838405
509.1214904785156,-0.0027801350711678108,1.0775524482867633
480.1116943359375,-0.05698010530907316,1.0178699020887252
490.0483093261719,0.020696465233945416,1.039155721946888
492.8471374511719,0.005711331049888635,1.0451076648665047
492.12750244140625,-0.001460158647744847,1.0435827554475967
490.2080078125,-0.0039004010533526534,1.0395202919376951
490.34820556640625,0.0002859964579768892,1.0398176335764853
489.1885681152344,-0.002364926470634021,1.0373614468255028
488.62872314453125,-0.0011444359234724644,1.0361749321946156
484.0902404785156,-0.00928820278269471,1.0265952870196668
483.5105285644531,-0.0011975286126186813,1.025366645603337
489.4484558105469,0.012280864418244386,1.0380366745705853
489.8881530761719,0.0008983525443897467,1.0389696164509683
488.4087219238281,-0.003019936577469573,1.035836727048019
488.1488037109375,-0.0005321735694375773,1.035285628772606
489.7081604003906,0.0031944289888632404,1.0385980630481708
495.96612548828125,0.012778968361021548,1.0519554398097901
496.0461120605469,0.00016127426482381857,1.052125106831067
497.96527099609375,0.003868912362955168,1.056203571187479
489.6684265136719,-0.01666149220773061,1.0387514366500818
485.1299133300781,-0.009268543646783423,1.0291682035331342
490.4281921386719,0.010921360779888367,1.0404697224365398
500.28466796875,0.02009769419473173,1.0615923114271868
499.0973205566406,-0.002373343594418431,1.0590757755983253
495.3548278808594,-0.007498522876474789,1.0511639721585615
496.4212646484375,0.002152874480178868,1.0534294340011887
502.27667236328125,0.011795239510923317,1.0659284560494577
503.2021484375,0.0018425623269826552,1.0678943062103792
504.6510925292969,0.002879447347941655,1.0709736829622414
512.0758666992188,0.014712688191576229,1.0868470685749685
505.91864013671875,-0.012024051440246097,1.0738570165473704
512.679443359375,0.01336341989856149,1.0883037325447582
504.168212890625,-0.016601466235859674,1.0703854413620861
492.59814453125,-0.022948825537886575,1.0461010673099487
496.380859375,0.007679108997354467,1.0541651141482185
489.6604919433594,-0.013538732013362309,1.0399892334276797
497.04498291015625,0.015080838843030575,1.055792003466501
501.713134765625,0.009391809626841274,1.0657545107250137
506.6027526855469,0.009745843951655786,1.0761919661697097
514.087890625,0.01477516239257226,1.0922109271929086
506.8443298339844,-0.014090121403578126,1.0769294543545391
498.7754821777344,-0.015919774931472452,1.0599207266046924
502.1759033203125,0.0068175386803925875,1.0671714651679771
499.25823974609375,-0.005810042964880635,1.0609891303112338
502.13580322265625,0.005763677486877228,1.067121986399945
506.8241882324219,0.009336886514915044,1.0771322428766057
507.7497253417969,0.0018261502328902335,1.0791010452901473
506.3813781738281,-0.0026949244867590094,1.0761968644911448
497.4072570800781,-0.017722059855584615,1.0572924466301747
502.79986572265625,0.010841435394880028,1.06881737488305
485.87738037109375,-0.033656503323127196,1.0334433416160085
477.24517822265625,-0.017766215298692378,1.0152451003158283
481.0281982421875,0.007926785208432818,1.0233247105211887
483.3218994140625,0.0047683299653884514,1.0282159125677424
492.1956481933594,0.018359914562229962,1.0472682331763645
489.8559265136719,-0.004753641541276554,1.0423017092878337
487.79827880859375,-0.004200516098115781,1.0379326866778196
489.4121398925781,0.00330845998047824,1.041372332261501
483.48162841796875,-0.012117622329333888,1.028829523622375
494.3136901855469,0.02240428825190821,1.0521398676164833
496.61309814453125,0.00465171813898424,1.0570455267492944
501.7166748046875,0.010276766116770641,1.0679645464100629
494.0516662597656,-0.015277563871891942,1.0517726511329966
497.3394470214844,0.006654730641046047,1.058795255676147
498.9934387207031,0.003325679692460337,1.0623223312674264
495.7660827636719,-0.006467732251761449,1.0554736863386736
509.9464111328125,0.028602861030935678,1.0860991535794349
503.9554443359375,-0.01174822817865595,1.0734140724126986
507.566162109375,0.007164755960113345,1.0811324393758537
516.4008178710938,0.017405919506145118,1.1001152711517055
510.85394287109375,-0.010741414049008413,1.088361715435116
511.701171875,0.0016584564252253298,1.0901682135001491
509.7445983886719,-0.00382366426709313,1.0860077354616622
515.816162109375,0.011910991778815605,1.0990205083408537
523.9048461914062,0.015681331211014005,1.1163904488917125
521.0808715820312,-0.005390243342668466,1.110389021813742
533.90966796875,0.024619588026268957,1.1380656375774905
533.6672973632812,-0.00045395432974804084,1.1375491249992054
532.6991577148438,-0.0018141258668478155,1.1354873384423505
544.9835815429688,0.023060715697059475,1.1619767475940714
541.91748046875,-0.0056260430186501065,1.1554577716400856
551.5391235351562,0.017754812149782806,1.1761559093704292
542.09912109375,-0.01711574399455007,1.156196423906088
539.7186279296875,-0.004391250735215291,1.1511304067260901
